GeneID	RNA.seq_LADC55
GRIK4	17
LOC105369532	1
TBCEL	1285
TECTA	38
LOC105369533	4
LOC105369534	0
SC5D	7005
LOC105369536	13
SORL1	6256
LOC105369535	0
MIR100HG	210
BLID	0
UBASH3B	732
CRTAM	37
JHY	327
HSPA8	33712
SNORD14E	11
SNORD14D	21
SNORD14C	10
101929289	23
CLMP	304
GRAMD1B	89
SCN3B	30
LOC105369543	2
ZNF202	404
107984403	2
VWA5A	1679
112267863	1
OR8G5	8
TBRG1	1437
SIAE	3508
SPA17	192
LOC107984405	1
NRGN	851
VSIG2	406
ESAM	1098
ESAM-AS1	53
MSANTD2	675
LOC100507283	15
ROBO3	65
ROBO4	604
LOC107984406	1
CCDC15-DT	4
CCDC15	96
SLC37A2	1150
TMEM218	407
PKNOX2	91
FEZ1	178
LOC403312	0
EI24	3473
STT3A	5535
CHEK1	388
ACRV1	2
LOC105369551	0
HYLS1	179
PUS3	269
DDX25	6
VSIG10L2	3
CDON	113
LOC107984407	2
LOC105369591	0
RPUSD4	412
FAM118B	1770
SRPRA	3683
FOXRED1	486
TIRAP	205
HP11014	108
DCPS	439
GSEC	26
ST3GAL4	265
KIRREL3	4
LINC02712	2
LOC107984373	0
LINC02725	9
107984408	1
ETS1	3491
LOC105369565	5
LOC105369568	0
FLI1	940
SENCR	3
KCNJ1	4
KCNJ5	157
C11orf45	107
TP53AIP1	1
ARHGAP32	1165
LOC399975	124
BARX2	76
107984410	4
LINC01395	1
TMEM45B	1354
NFRKB	1038
PRDM10	439
LINC00167	6
LOC107984432	6
APLP2	53140
ST14	5096
ZBTB44	1712
ZBTB44-DT	9
ADAMTS8	192
ADAMTS15	79
LOC105369574	0
LOC105369575	2
LOC105369576	1
LINC02551	0
103611081	124
SNX19	3126
LOC105369578	1
NTM	281
LOC107984413	15
OPCML	5
SPATA19	2
283174	247
MIR4697	8
IGSF9B	205
LINC02731	16
JAM3	428
107984040	2
NCAPD3	1222
SNORD153	31
VPS26B	1428
THYN1	886
ACAD8	3093
GLB1L3	1047
GLB1L2	1251
B3GAT1	128
B3GAT1-DT	75
LOC105369583	7
LINC02714	0
107987373	148
107987374	0
107987375	0
112267876	25
102724852	97
WASH8P	706
IQSEC3	33
LOC105369593	12
LOC574538	0
LOC105369592	16
SLC6A12	68
SLC6A12-AS1	2
SLC6A13	19
KDM5A	2178
CCDC77	232
B4GALNT3	1281
NINJ2	482
NINJ2-AS1	625
LOC101929432	0
WNK1	10610
RAD52	440
ERC1	1363
LOC107987182	0
LINC00942	26
LOC107984507	3
WNT5B	211
FBXL14	366
ADIPOR2	1912
CACNA2D4	222
LOC105369601	11
LINC00940	4
DCP1B	299
CACNA1C	158
LOC107984131	1
CACNA1C-AS2	9
CACNA1C-AS1	13
LINC02371	2
ITFG2-AS1	43
FKBP4	2653
ITFG2	530
NRIP2	54
TEX52	16
FOXM1	637
RHNO1	804
TULP3	957
TEAD4	209
TSPAN9	951
LINC02827	24
LOC100128253	2
LINC02417	0
PRMT8	3
LOC105369607	0
THCAT155	0
CRACR2A	57
LOC107984495	0
PARP11	220
PARP11-AS1	2
LOC105369611	8
CCND2-AS1	14
CCND2	480
TIGAR	545
C12orf4	799
RAD51AP1	382
DYRK4	570
AKAP3	75
NDUFA9	1458
GAU1	1
GALNT8	3
KCNA6	4
KCNA1	7
LOC100507560	0
KCNA5	21
LOC105369617	0
LOC105369618	0
NTF3	25
ANO2	29
LOC105369621	1
VWF	4128
LOC105369623	1
LOC105369622	0
CD9	10467
LOC105369625	6
PLEKHG6	186
TNFRSF1A	3048
LOC112268088	185
SCNN1A	3229
LOC107984500	264
LOC105369626	44
LTBR	2124
CD27-AS1	291
CD27	207
TAPBPL	1319
VAMP1	217
MRPL51	1285
NCAPD2	1273
GAPDH-DT	210
GAPDH	42919
IFFO1	295
NOP2	941
CHD4	5590
LOC105369631	1
LPAR5	87
ACRBP	62
ING4	826
ZNF384	974
PIANP	22
COPS7A	1599
MLF2	3306
PTMS	1556
LAG3	60
CD4	3644
GPR162	80
P3H3	302
GNB3	12
CDCA3	180
USP5	1601
TPI1	13267
SPSB2	818
LOC105369632	62
RPL13P5	136
DSTNP2	221
LRRC23	272
ENO2	762
ATN1	2830
C12orf57	950
RNU7-1	15
PTPN6	1963
LOC105369634	19
MIR200CHG	12
PHB2	3008
SCARNA12	17
EMG1	1406
LPCAT3	750
C1S	5893
C1R	5002
C1RL	1629
C1RL-AS1	271
RBP5	157
CLSTN3	1159
PEX5	629
ACSM4	3
CD163L1	185
CD163	9694
APOBEC1	26
GDF3	1
DPPA3	3
CLEC4C	5
SLC2A14	110
SLC2A3	1519
FOXJ2	821
C3AR1	1536
NECAP1	1192
CLEC4A	324
POU5F1P3	9
FAM66C	18
FAM90A1	7
FAM86FP	52
LINC02449	25
LOC112268090	7
LINC00937	1
LOC101927966	2
CLEC6A	5
CLEC4D	12
CLEC4E	120
AICDA	0
MFAP5	33
RIMKLB	1788
A2ML1	7
PHC1	1413
M6PR	3514
KLRG1	58
LINC00612	6
A2M-AS1	557
A2M	42909
PZP	65
A2MP1	3
MIR1244-3	12
LINC00987	183
LOC642846	168
107984489	5
LOC105369649	0
LINC02367	6
LOC728715	26
LOC105369647	6
107987172	5
DDX12P	169
105376678	2
LOC408186	5
KLRB1	212
107987174	95
LOC374443	435
CLEC2D	620
LINC02390	7
CLECL1	28
CD69	470
KLRF1	71
CLEC2B	897
LINC02470	32
CLEC12A-AS1	5
CLEC12A	324
CLEC1B	16
CLEC12B	13
LOC102724020	2
CLEC9A	18
CLEC1A	227
CLEC7A	2252
OLR1	1477
TMEM52B	88
GABARAPL1	1923
KLRD1	112
LOC105369656	1
LINC02617	46
KLRK1-AS1	100
KLRC4-KLRK1	91
KLRK1	82
KLRC4	9
KLRC3	16
KLRC2	11
KLRC1	21
EIF2S3B	145
LINC02446	2
LOC105376675	0
KLRA1P	135
MAGOHB	582
STYK1	296
YBX3	3505
LOC112268104	5
107984459	44
TAS2R10	3
PRH1-PRR4	136
PRR4	26
PRH1	135
PRH2	11
PRH1-TAS2R14	126
TAS2R14	31
TAS2R20	50
TAS2R19	8
TAS2R31	8
TAS2R43	1
SMIM10L1	557
PRB3	6
107987183	7
PRB4	4
PRB1	2
PRB2	0
LINC01252	17
ETV6	1735
BCL2L14	125
MIR1244-4	1
LRP6	2077
MANSC1	1274
LOH12CR2	23
BORCS5	216
107984485	176
DUSP16	2582
CREBL2	3028
GPR19	424
CDKN1B	1717
LOC105369663	493
APOLD1	902
107984129	6
DDX47	1821
107984492	15
112267864	21
RPL13AP20	32
GPRC5A	9852
MIR614	219
GPRC5D-AS1	123
GPRC5D	41
HEBP1	782
HTR7P1	74
FAM234B	373
GSG1	2
LOC105369666	2
EMP1	4961
LINC01559	1
GRIN2B	8
ATF7IP	3838
PLBD1	828
LOC101928317	96
PLBD1-AS1	22
C12orf60	66
GUCY2C	70
LOC105369669	34
H4-16	10
H2AJ	1543
WBP11	2014
SMCO3	42
ART4	46
MGP	8207
ERP27	857
ARHGDIB	11988
RERG	1345
PTPRO	647
LOC105369673	0
EPS8	6693
LOC102724146	227
STRAP	2564
DERA	1584
LOC101928362	5
MGST1	9505
107984494	87
LMO3	18501
SKP1P2	2
RERGL	2
PIK3C2G	2
PLCZ1	5
CAPZA3	2
LOC107984527	0
PLEKHA5	1947
112268092	27
AEBP2	1374
LOC101928387	25
LINC02398	4
LOC105369685	2
LINC02468	8
LOC105369687	1
PDE3A	288
SLCO1C1	114
SLCO1B3	0
SLCO1B3-SLCO1B7	1
SLCO1B7	0
SLCO1B1	1
SLCO1A2	20
PYROXD1	1292
RECQL	1645
GOLT1B	2224
SPX	8
GYS2	5
LDHB	4481
LOC105369689	29
KCNJ8	302
ABCC9	307
CMAS	1117
LOC105369690	20
SULT6B2P	12
ST8SIA1	55
LOC112268093	0
LOC105369151	13
C2CD5	1760
ETNK1	2903
SOX5	102
LOC105369698	0
BCAT1	3806
LOC105369699	111
LOC107984475	4
645177	1
IRAG2	177
DNAI7	91
ETFRF1	631
KRAS	2719
LMNTD1	23
RASSF8-AS1	40
RASSF8	1444
BHLHE41	279
SSPN	682
LOC101928554	2
LOC105369705	3
LOC105369704	0
LOC107984482	2
ITPR2	2650
105369706	0
INTS13	756
FGFR1OP2	1302
TM7SF3	2300
MED21	857
C12orf71	1
STK38L	1710
ARNTL2	466
ARNTL2-AS1	30
SMCO2	4
PPFIBP1	1469
MRPS35-DT	1
REP15	13
MRPS35	1901
MANSC4	7
KLHL42	721
LOC105369709	1
PTHLH	1561
LOC105369710	9
LOC729291	91
CCDC91	937
101928705	41
FAR2	469
LOC100506606	78
ERGIC2	2439
OVCH1-AS1	2
OVCH1	34
TMTC1	319
LOC105369714	1
105369720	0
IPO8	1939
CAPRIN2	423
LOC645485	1
LINC00941	3
TSPAN11	89
DDX11-AS1	18
DDX11	470
OVOS2	2
SINHCAF	1893
FLJ13224	4
LINC02387	0
DENND5B	397
DENND5B-AS1	4
ETFBKMT	227
AMN1	242
LOC105369722	0
LOC105369724	2
H3-5	34
107984532	5
LINC02422	2
LOC105369725	12
RESF1	2422
102724618	1
BICD1	354
FGD4	1208
DNM1L	1849
YARS2	559
PKP2	115
SYT10	3
ALG10	456
LOC107984469	1
ALG10B	385
CPNE8	874
CPNE8-AS1	10
KIF21A	1069
LOC101927019	5
ABCD2	52
C12orf40	30
SLC2A13	1158
LINC02555	715
LINC02471	147
LRRK2-DT	11
LOC105369735	35
LRRK2	13552
LOC105369736	37
MUC19	0
CNTN1	707
PDZRN4	12
LOC107984498	1
GXYLT1	896
YAF2	547
ZCRB1	1947
MIR7851	5
PPHLN1	1567
PRICKLE1	156
LINC02450	7
ADAMTS20	3
PUS7L	1285
IRAK4	1268
TWF1	6627
TMEM117	145
NELL2	147
PLEKHA8P1	260
ANO6	4148
LOC105369743	1
LINC00938	221
ARID2	1146
LOC105369745	22
SCAF11	4543
SLC38A1	1639
LOC105378248	6
SLC38A2	6395
SLC38A2-AS1	2
LOC100288798	83
SLC38A4	15
LOC107984466	2
AMIGO2	2114
PCED1B	813
PCED1B-AS1	107
LOC105369746	18
LOC105369747	9
LINC02416	51
LINC02156	1
RPAP3	1440
RPAP3-DT	28
ENDOU	8
RAPGEF3	404
SLC48A1	507
HDAC7	2298
LINC02354	10
VDR	1748
TMEM106C	2103
COL2A1	31
LOC105369752	3
LOC105369750	0
SENP1	775
PFKM	884
ASB8	703
CCDC184	40
LOC102725258	29
OR10AD1	8
H1-7	1
ZNF641	977
C12orf54	2
KANSL2	696
SNORA2C	3
SNORA2A	1
CCNT1	1156
TEX49	193
ADCY6	698
MIR4701	3
ADCY6-DT	7
LOC101927241	12
CACNB3	818
DDX23	3016
LOC105369755	111
RND1	409
CCDC65	62
FKBP11	556
ARF3	9482
WNT10B	59
WNT1	10
DDN	19
DDN-AS1	127
PRKAG1	1342
KMT2D	2747
RHEBL1	22
DHH	16
LMBR1L	554
TUBA1B	17758
LOC105369760	0
TUBA1A	4628
TUBA1C	6936
TROAP-AS1	19
PRPH	7
TROAP	174
C1QL4	1
DNAJC22	298
SPATS2	553
LOC100335030	5
KCNH3	28
LOC105369761	3
MCRS1	1080
FAM186B	20
PRPF40B	348
FMNL3	1143
TMBIM6	32133
NCKAP5L	639
BCDIN3D-AS1	131
BCDIN3D	146
FAIM2	10
LOC105369763	1
AQP2	0
AQP5-AS1	2
AQP5	27
LOC105369764	2
AQP6	2
RACGAP1	1004
ASIC1	54
SMARCD1	1048
GPD1	63
COX14	906
CERS5	1025
LIMA1	3905
LOC107984505	12
FAM186A	1
LARP4	3182
SNORD133	8
DIP2B	1590
ATF1	907
TMPRSS12	5
METTL7A	1499
HIGD1C	23
SLC11A2	2569
LETMD1	1114
CSRNP2	1285
TFCP2	978
POU6F1	191
DAZAP2	9513
SMAGP	414
102723983	62
BIN2	559
LOC105369767	8
GALNT6	2024
SLC4A8	231
SLC4A8-AS1	0
SCN8A	105
FIGNL2	73
FIGNL2-DT	7
ACVRL1	1037
ACVR1B	1014
TAMALIN-AS1	15
TAMALIN	153
NR4A1	1241
LOC107984510	4
ATG101	904
SMIM41	17
OR7E47P	18
LOC112268096	5
105369771	4
KRT80	2425
LINC00592	5
KRT7	3573
KRT7-AS	1314
KRT87P	12
KRT86	108
KRT81	18
KRT83	0
KRT85	0
KRT75	2
KRT6B	0
KRT6C	0
KRT6A	10
KRT5	37
KRT72	4
KRT73	0
KRT1	1
KRT77	0
KRT3	10
KRT4	37
KRT79	0
KRT78	16
KRT8	15191
MIR9898	1264
KRT18	5407
EIF4B	8758
LOC283335	303
TNS2	1501
MIR6757	3
SPRYD3	1136
IGFBP6	135
SOAT2	0
CSAD	360
ZNF740	799
ITGB7	528
RARG	366
MFSD5	697
ESPL1	250
PFDN5	1779
MYG1-AS1	653
MYG1	405
AAAS	669
SP7	3
SP1	2703
AMHR2	22
PRR13	2561
PCBP2	7335
PCBP2-OT1	851
MAP3K12	587
TARBP2	404
ATF7-NPFF	219
NPFF	7
ATF7	1265
LOC100652999	450
ATP5MC2	2340
CALCOCO1	1781
HOXC13-AS	4
HOXC13	16
LOC105369775	0
HOXC12	0
HOTAIR	4
HOXC11	12
HOXC-AS3	1
HOXC10	1
HOXC-AS2	18
HOXC-AS1	6
HOXC9	10
107984512	7
HOXC8	19
HOXC4	45
HOXC5	2
HOXC6	30
FLJ12825	1
LOC100240735	6
SMUG1	637
LINC02381	18
SMUG1-AS1	1
LOC102724030	1
CBX5	2009
MIR3198-2	93
SCAT2	12
HNRNPA1	21392
NFE2	102
COPZ1	3671
LOC102724050	61
GPR84	107
ZNF385A	1412
ITGA5	2116
GTSF1	15
NCKAP1L	2237
PDE1B	120
PPP1R1A	7
MUCL1	3
TESPA1	130
METTL7B	332
ITGA7	232
BLOC1S1-RDH5	233
BLOC1S1	217
RDH5	38
CD63	15545
CD63-AS1	244
GDF11	585
SARNP	881
ORMDL2	735
DNAJC14	849
TMEM198B	416
MMP19	572
PYM1	428
DGKA	408
PMEL	81
CDK2	624
RAB5B	2696
SUOX	2295
IKZF4	474
LOC105369781	7
105369780	29
RPS26	1980
ERBB3	5153
LOC105369782	770
PA2G4	2769
RPL41	9205
ZC3H10	210
ESYT1	2631
107987175	42
MYL6B	160
MYL6	11672
SMARCC2	2522
RNF41	1016
NABP2	486
SLC39A5	2
ANKRD52	1105
COQ10A	166
CS	4319
CNPY2	1397
CNPY2-AS1	60
PAN2	991
IL23A	22
STAT2	2621
TIMELESS	654
SPRYD4	460
GLS2	141
RBMS2	2246
BAZ2A	2915
ATP5F1B	8332
SNORD59B	8
SNORD59A	12
PTGES3	7115
NACA	9072
PRIM1	262
HSD17B6	684
RDH16	7
GPR182	1
ZBTB39	183
TAC3	1
MYO1A	10
NEMP1	715
NAB2	696
STAT6	5110
LRP1	7496
LRP1-AS	62
NXPH4	15
SHMT2	1236
NDUFA4L2	262
STAC3	173
R3HDM2	1200
INHBC	1
INHBE	1
GLI1	54
ARHGAP9	467
MARS1	1785
MIR6758	7
DDIT3	476
MIR616	4
MBD6	1393
DCTN2	1946
KIF5A	46
PIP4K2C	1310
DTX3	379
ARHGEF25	184
LOC101927583	2
SLC26A10	11
B4GALNT1	42
OS9	7273
AGAP2	149
AGAP2-AS1	64
TSPAN31	1555
CDK4	1296
MIR6759	6
MARCHF9	402
CYP27B1	206
METTL1	382
EEF1AKMT3	352
TSFM	678
AVIL	206
CTDSP2	4795
LOC105369783	8
LOC283387	159
LOC101927608	9
GIHCG	67
ATP23	114
LRIG3	3230
LRIG3-DT	26
SLC16A7	1716
TAFA2	15
USP15	1879
MIR6125	30
MON2	1699
LINC01465	8
MIRLET7I	1
PPM1H	522
AVPR1A	23
DPY19L2	55
RXYLT1	337
RXYLT1-AS1	49
MIR10527	25
SRGAP1	211
LOC105369801	3
KICS2	277
C12orf56	1
XPOT	2870
TBK1	1181
LOC107984521	0
RASSF3-DT	0
RASSF3	2096
GNS	9095
TBC1D30	433
LINC02389	5
LINC02231	2
LOC107984522	4
WIF1	571
LEMD3	987
MSRB3	851
LOC100507065	6
LINC02454	1
RPSAP52	2
HMGA2	7
HMGA2-AS1	9
LLPH	604
LLPH-DT	14
TMBIM4	2676
IRAK3	1384
MIR6502	34
HELB	52
GRIP1	206
LOC105369811	8
CAND1	3857
LOC105369813	1
LOC105369812	38
LINC02408	5
DYRK2	1159
LOC105369816	24
LINC02421	0
107984526	2
IFNG-AS1	2
IFNG	4
LOC105369818	1
IL26	1
IL22	0
MDM1	360
LOC105369819	6
LINC02384	2
RAP1B	4712
SNORA70G	1
LOC100507250	3
NUP107	1169
SLC35E3	412
105369820	5
MDM2	1970
CPM	3466
LOC107984471	6
CPSF6	2185
MIR1279	55
LYZ	13618
YEATS4	390
FRS2	1096
CCT2	2911
BEST3	0
RAB3IP	588
MYRFL	20
PRANCR	30
CNOT2	1909
KCNMB4	250
105369827	1
PTPRB	1963
LOC105369828	213
PTPRR	14
TSPAN8	161
LOC105369832	1
LGR5	25
ZFC3H1	1449
107984529	3
THAP2	231
TMEM19	769
RAB21	1377
TBC1D15	1465
MRS2P2	0
TRHDE	27
TRHDE-AS1	6
LINC02882	2
LOC107987178	7
ATXN7L3B	2218
LOC105369842	2
KCNC2	48
CAPS2	114
GLIPR1L1	9
GLIPR1L2	15
GLIPR1	1739
KRR1	1734
LOC105369844	0
PHLDA1	1083
NAP1L1	12837
LNCOG	14
BBS10	740
OSBPL8	3326
LOC105369850	10
LOC105369851	2
ZDHHC17	1209
CSRP2	237
E2F7	108
NAV3	87
SYT1	148
LOC105369863	0
PAWR	1529
PPP1R12A	2457
PPP1R12A-AS1	34
OTOGL	10
PTPRQ	43
LIN7A	142
105369869	3
ACSS3	238
PPFIA2	45
PPFIA2-AS1	0
CCDC59	473
METTL25	230
LOC107987180	0
TMTC2	906
SLC6A15	0
TSPAN19	55
LRRIQ1	146
ALX1	0
LINC02820	1
LOC107984537	1
RASSF9	119
NTS	5
MGAT4C	2
C12orf29	550
CEP290	899
TMTC3	919
KITLG	4279
LOC105369885	16
LOC105369887	0
LINC02458	4
DUSP6	9759
POC1B	671
POC1B-GALNT4	387
GALNT4	356
POC1B-AS1	27
ATP2B1	1101
ATP2B1-AS1	21
LOC105369890	0
EPYC	1
KERA	8
LUM	14628
DCN	10778
LINC02823	2
LINC02404	1
LOC105369901	3
LINC01619	40
BTG1	3334
LOC101928617	6
107984023	4
LINC02391	10
CLLU1-AS1	1
LINC02397	5
LOC105369905	0
338809	40
PLEKHG7	160
EEA1	2085
LINC02413	1
LOC643339	4
NUDT4	2906
UBE2N	2294
112267866	12
MRPL42	1187
SOCS2-AS1	17
SOCS2	633
CRADD	216
LOC101928731	2
LOC105369911	2
PLXNC1	1732
CEP83	907
CEP83-DT	12
TMCC3	629
MIR7844	33
LOC105369914	2
NDUFA12	465
NR2C1	657
FGD6	2897
112268099	15
VEZT	3817
MIR331	2
MIR3685	77
LOC107984545	4
METAP2	2229
USP44	265
PGAM1P5	6
NTN4	1672
LOC105369919	6
SNRPF-DT	12
LINC02410	0
SNRPF	463
CCDC38	2
AMDHD1	37
HAL	33
LOC102723340	772
LTA4H	5274
LINC02452	1
ELK3	2605
107984546	9
CDK17	1135
CFAP54	73
NEDD1	851
RMST	17
PAFAH1B2P2	13
SLC9A7P1	69
LINC02453	8
TMPO-AS1	218
TMPO	2963
SLC25A3	6587
SNORA53	8
IKBIP	868
APAF1	866
ANKS1B	414
UHRF1BP1L	858
GOLGA2P5	307
ACTR6	785
DEPDC4	83
SCYL2	4329
SLC17A8	18
NR1H4	2
GAS2L3	372
ANO4	60
SLC5A8	274
UTP20	1123
ARL1	3244
SPIC	0
MYBPC1	9
CHPT1	679
SYCP3	49
GNPTAB	3084
DRAM1	8314
WASHC3	527
NUP37	499
PARPBP	193
PMCH	68
LINC02456	5
IGF1	444
PAH	3
ASCL1	0
C12orf42	6
STAB2	27
NT5DC3	388
LOC107984433	34
TTC41P	29
107984130	0
HSP90B1	30065
MIR3652	818
C12orf73	207
TDG	1062
GLT8D2	222
HCFC2	561
NFYB	887
TXNRD1	4584
EID3	31
LOC105369949	1
CHST11	1071
112268100	2
SLC41A2	847
LOC105369952	41
NOPCHAP1	161
ALDH1L2	266
WASHC4	3009
APPL2	676
105369953	3
C12orf75	138
LOC105369957	2
LOC105369958	0
CASC18	4
LOC107984435	1
NUAK1	409
CKAP4	2066
TCP11L2	216
POLR3B	463
LOC100287944	18
RFX4	1
RIC8B	461
LOC105369961	4
TMEM263	1533
MTERF2	781
CRY1	553
BTBD11	16
PWP1	1393
PRDM4	718
LOC101929162	66
LOC728739	0
WSCD2	13
CMKLR1	806
FICD	327
SART3	998
ISCU	2052
TMEM119	398
SELPLG	1041
LOC105369968	70
CORO1C	4540
SSH1	1288
LOC101929204	19
DAO	4
SVOP	2
USP30	322
USP30-AS1	24
ALKBH2	112
UNG	703
ACACB	186
LOC105369974	1
FOXN4	0
MYO1H	31
KCTD10	1680
UBE3B	1300
MMAB	668
MVK	538
FAM222A	75
FAM222A-AS1	5
TRPV4	274
MIR4497	9
LOC105369975	1
GLTP	1343
TCHP	472
GIT2	1693
ANKRD13A	3583
C12orf76	330
IFT81	739
ATP2A2	10727
ANAPC7	1135
ARPC3	7645
GPN3	623
FAM216A	133
VPS29	2012
RAD9B	488
PPTC7	1550
TCTN1	773
HVCN1	184
PPP1CC	3441
MYL2	0
CUX2	11
LOC105369983	7
PHETA1	327
LINC02356	0
SH2B3	1186
ATXN2	1098
ATXN2-AS	7
BRAP	666
ACAD10	863
ALDH2	2765
MIR6761	0
MAPKAPK5-AS1	328
MAPKAPK5	798
TMEM116	337
ERP29	4241
NAA25	1058
TRAFD1	2140
HECTD4	1426
MIR6861	20
RPL6	11869
PTPN11	4400
RPH3A	1
OAS1	4171
OAS3	8608
OAS2	6747
DTX1	18
RASAL1	170
CFAP73	311
DDX54	1440
MIR7106	4
RITA1	371
IQCD	154
TPCN1	2074
SLC8B1	837
PLBD2	2460
SDS	244
SDSL	599
LHX5	6
LINC01234	0
RBM19	595
TBX5	238
TBX5-AS1	134
TBX3	280
TBX3-AS1	0
LOC102723639	0
LINC02463	25
MED13L	2622
107984438	0
LINC00173	9
MAP1LC3B2	35
SPRING1	1465
RNFT2	22
HRK	7
FBXW8	487
LOC100506551	31
TESC	34
LOC105370010	0
FBXO21	1533
NOS1	22
KSR2	40
RFC5	589
WSB2	1206
VSIG10	621
LOC101928274	31
PEBP1	4618
TAOK3	2003
SUDS3	1463
SRRM4	3
HSPB8	823
LOC107984440	0
CCDC60	21
LOC105370027	157
TMEM233	52
PRKAB1	1284
CIT	1113
MIR1178	27
BICDL1	310
RAB35	1226
GCN1	2653
RPLP0	22300
PXN-AS1	140
PXN	1961
SIRT4	29
PLA2G1B	124
MSI1	17
COX6A1	3158
TRIAP1	466
GATC	1715
SRSF9	1034
DYNLL1	2733
107987181	38
NRAV	223
COQ5	593
RNF10	3010
POP5	270
CABP1	5
MLEC	4446
UNC119B	381
MIR4700	22
ACADS	383
SPPL3	1089
HNF1A-AS1	0
HNF1A	13
C12orf43	252
OASL	291
LOC105370032	1
P2RX7	327
P2RX4	1332
CAMKK2	921
ANAPC5	2536
RNF34	770
KDM2B	663
MIR7107	6
KDM2B-DT	0
ORAI1	425
MORN3	48
LOC105370034	0
TMEM120B	470
RHOF	255
107984442	0
LINC01089	69
SETD1B	736
HPD	14
LOC105370035	2
PSMD9	579
CFAP251	826
BCL7A	303
LOC100506691	14
MLXIP	1643
LRRC43	27
B3GNT4	357
DIABLO	571
LOC101593348	3
VPS33A	835
CLIP1	4022
CLIP1-AS1	6
ZCCHC8	793
RSRC2	2178
KNTC1	895
HCAR2	105
HCAR3	29
HCAR1	31
DENR	1980
CCDC62	8
HIP1R	1494
VPS37B	1027
ABCB9	284
OGFOD2	326
ARL6IP4	1786
PITPNM2	501
PITPNM2-AS1	2
MPHOSPH9	752
MTRFR	448
CDK2AP1	1667
SBNO1	1129
MIR8072	11
SBNO1-AS1	3
KMT5A	770
RILPL2	524
SNRNP35	400
RILPL1	210
TMED2-DT	12
TMED2	10422
DDX55	438
LOC105370041	52
SNORA9B	1
EIF2B1	1275
GTF2H3	725
TCTN2	326
ATP6V0A2	571
DNAH10	135
LOC105370044	2
CCDC92	761
ZNF664-RFLNA	104
ZNF664	3888
RFLNA	9
NCOR2	5084
LOC105370047	8
SCARB1	419
105370051	1
UBC	41643
TRD-GTC2-10	18
TRA-TGC4-1	0
DHX37	513
BRI3BP	497
THRIL	85
AACS	631
TMEM132B	6
LINC00939	0
LOC105379613	1
LOC101927531	13
LINC02347	0
LINC00944	37
LINC00943	11
LINC02405	1
LOC107984449	8
LOC107984450	0
LOC105370062	8
LOC105370068	0
TMEM132C	13
SLC15A4	579
LOC100128276	0
GLT1D1	22
TMEM132D	12
TMEM132D-AS2	1
LINC02418	0
FZD10-AS1	7
FZD10	8
PIWIL1	1
RIMBP2	7
107984451	1
STX2	582
RAN	5072
ADGRD1	1132
ADGRD1-AS1	269
LOC100128002	1
LINC02415	1
LOC101929974	4
LOC105370086	0
SFSWAP	960
LOC105370088	11
MMP17	363
ULK1	1054
LOC107984455	0
PUS1	239
EP400	1518
EP400P1	110
DDX51	349
NOC4L	290
105370090	3
LINC02361	54
GALNT9	6
LOC105370091	3
LOC100130238	3
LOC101928416	0
LOC105370092	16
LOC112268102	17
MUC8	0
FBRSL1	592
LOC105370094	57
LRCOL1	46
P2RX2	10
POLE	702
PXMP2	124
PGAM5	408
ANKLE2	1604
GOLGA3	2559
CHFR	807
LOC101928530	3
ZNF605	488
ZNF26	447
ZNF84-DT	0
ZNF84	887
ZNF140	630
ZNF891	46
ZNF10	333
ZNF268	841
FAM230C	0
LINC00417	11
ANKRD26P3	0
TPTE2	6
MPHOSPH8	1210
PSPC1	740
ZMYM5	296
ZMYM2	1919
GJA3	9
GJB2	92
GJB6	1
CRYL1	364
IFT88	413
IL17D	60
EEF1AKMT1	87
XPO4	1045
LATS2	574
SAP18	1804
SKA3	173
MRPL57	613
LOC105370105	0
LOC101928764	18
MIPEPP3	159
LINC00539	9
ZDHHC20	2776
MICU2	1057
FGF9	39
LINC00540	10
LINC00621	19
SGCG	17
LOC107984585	0
SACS	538
LINC00327	9
TNFRSF19	631
105370114	6
LOC105370113	82
MIPEP	334
PCOTH	10
C1QTNF9B	8
SPATA13	1279
C1QTNF9	2
PARP4	5026
LOC105370295	0
TPTE2P6	5
ATP12A	13
RNF17	46
112268115	3
CENPJ	430
LOC107987187	2
TPTE2P1	6
LOC105370120	0
PABPC3	34
AMER2	2
MTMR6	1684
NUP58	2315
ATP8A2	38
SHISA2	50
RNF6	1375
CDK8	359
WASF3	313
LOC107984597	1
GPR12	35
LOC105370124	1
USP12	1513
USP12-AS2	1
LINC02340	17
LINC00412	2
RPL21	5355
SNORD102	26
SNORA27	12
RASL11A	258
LOC105370126	0
GTF3A	1354
MTIF3	751
LNX2	1167
POLR1D	1070
PLUT	0
PDX1	0
LINC00543	13
CDX2	0
FLT3	33
PAN3	1063
PAN3-AS1	24
FLT1	1906
LOC105370135	2
POMP	1864
SLC46A3	804
MTUS2	20
SLC7A1	659
LOC102723345	0
UBL3	2437
LINC00365	27
KATNAL1	352
LINC00426	30
LINC01058	8
UBE2L5	1
LOC107984577	22
HMGB1	8386
USPL1	601
ALOX5AP	3411
LINC00398	4
MEDAG	161
TEX26	7
LOC105370145	3
LOC102723392	0
HSPH1	3256
B3GLCT	259
RXFP2	0
LOC105370152	1
EEF1DP3	9
FRY-AS1	5
FRY	986
BRCA2	264
N4BP2L1	432
N4BP2L2	1629
MICOS10P1	0
N4BP2L2-IT2	72
PDS5B	1005
