0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000027108	2	72930857	73056981	-	protein_coding	Ola1
ENSMUSG00000054901	17	80706746	80788028	+	protein_coding	Arhgef33
ENSMUSG00000022475	15	97623094	97674933	-	protein_coding	Hdac7
ENSMUSG00000039929	16	90751771	90810658	-	protein_coding	Urb1
ENSMUSG00000030683	7	134085657	134114120	+	protein_coding	Sez6l2
ENSMUSG00000079197	14	56206277	56209950	-	protein_coding	Psme2
ENSMUSG00000041057	17	71965554	72008371	+	protein_coding	Wdr43
ENSMUSG00000024891	19	5024005	5031971	+	protein_coding	Slc29a2
ENSMUSG00000024039	17	31749567	31774144	-	protein_coding	Cbs
ENSMUSG00000019737	7	31099834	31104064	+	protein_coding	AI428936
ENSMUSG00000003420	7	52348362	52359192	-	protein_coding	Fcgrt
ENSMUSG00000062646	2	120229631	120287436	+	protein_coding	Ganc
ENSMUSG00000001785	10	85334575	85351841	+	protein_coding	Pwp1
ENSMUSG00000021123	12	80309900	80323652	+	protein_coding	Rdh12
ENSMUSG00000037601	11	93818292	93829835	-	protein_coding	Nme1
ENSMUSG00000093485	NA	NA	NA	NA	NA	NA
ENSMUSG00000024912	19	5447702	5455945	+	protein_coding	Fosl1
ENSMUSG00000014873	2	26771886	26775703	+	protein_coding	Surf2
ENSMUSG00000035179	19	10548746	10557387	-	protein_coding	4930579J09Rik
ENSMUSG00000053846	18	75098975	75120917	-	protein_coding	Lipg
ENSMUSG00000047751	7	147129687	147131011	+	protein_coding	Utf1
ENSMUSG00000038299	18	32996878	33026074	+	protein_coding	Wdr36
ENSMUSG00000038510	10	39943051	39966785	-	protein_coding	Rpf2
ENSMUSG00000034903	2	64926395	65077460	-	protein_coding	Cobll1
ENSMUSG00000005540	8	3681736	3694174	-	protein_coding	Fcer2a
ENSMUSG00000028766	4	137297647	137352299	-	protein_coding	Alpl
ENSMUSG00000040688	17	24834893	24844605	-	protein_coding	Tbl3
ENSMUSG00000018433	11	107027976	107050695	-	protein_coding	Nol11
ENSMUSG00000020447	11	6111015	6130146	-	protein_coding	Npc1l1
ENSMUSG00000042638	6	136645805	136730286	-	protein_coding	Gucy2c
ENSMUSG00000002308	17	33980035	33986719	+	protein_coding	Cd320
ENSMUSG00000024528	18	52625346	52650392	+	protein_coding	Srfbp1
ENSMUSG00000029428	5	129490431	129514449	-	protein_coding	Stx2
ENSMUSG00000004929	10	80532779	80545304	+	protein_coding	Thop1
ENSMUSG00000107733	NA	NA	NA	NA	NA	NA
ENSMUSG00000061559	9	54562541	54595757	-	protein_coding	Wdr61
ENSMUSG00000074182	3	145239171	145268209	+	protein_coding	Znhit6
ENSMUSG00000071669	16	11405740	11755565	+	protein_coding	Snx29
ENSMUSG00000038900	2	32817078	32820016	+	protein_coding	Rpl12
ENSMUSG00000034667	10	121024435	121063372	-	protein_coding	Xpot
ENSMUSG00000054999	19	6105781	6115792	+	protein_coding	Naaladl1
ENSMUSG00000053835	17	36142639	36157505	-	protein_coding	H2-T24
ENSMUSG00000028948	4	151413429	151435603	+	protein_coding	Nol9
ENSMUSG00000004110	1	156239648	156573049	-	protein_coding	Cacna1e
ENSMUSG00000069910	11	34622691	34647143	-	protein_coding	Ccdc99
ENSMUSG00000021891	14	32291505	32308216	-	protein_coding	Mettl6
ENSMUSG00000002897	6	120413214	120433745	+	protein_coding	Il17ra
ENSMUSG00000029413	5	92686685	92707196	-	protein_coding	Naaa
ENSMUSG00000048644	8	4257647	4259274	-	protein_coding	Ctxn1
ENSMUSG00000026019	1	60133711	60155489	-	protein_coding	Wdr12
ENSMUSG00000074419	7	3768382	3777299	-	protein_coding	Gm15448
ENSMUSG00000060791	7	29222465	29233252	+	protein_coding	Gmfg
ENSMUSG00000041506	9	106378293	106387755	+	protein_coding	Rrp9
ENSMUSG00000027405	2	130100165	130105049	+	protein_coding	Nop56
ENSMUSG00000037685	5	68009378	68238671	-	protein_coding	Atp8a1
ENSMUSG00000054293	X	104344265	104369000	+	protein_coding	A630033H20Rik
ENSMUSG00000001027	11	106179905	106214602	-	protein_coding	Scn4a
ENSMUSG00000032776	7	79222717	79451481	-	protein_coding	Mctp2
ENSMUSG00000034245	6	91106658	91124686	+	protein_coding	Hdac11
ENSMUSG00000004393	11	6158921	6167775	-	protein_coding	Ddx56
ENSMUSG00000041774	16	17144713	17160794	+	protein_coding	Ydjc
ENSMUSG00000052751	6	48543881	48549081	+	protein_coding	Repin1
ENSMUSG00000037683	2	19120744	19231868	+	protein_coding	Armc3
ENSMUSG00000032415	9	86200840	86358557	-	protein_coding	Ube2cbp
ENSMUSG00000022842	16	20611665	20646558	+	protein_coding	Ece2
ENSMUSG00000028008	3	81786211	81825155	+	protein_coding	Accn5
ENSMUSG00000034126	12	88447815	88488852	-	protein_coding	Pomt2
ENSMUSG00000022817	16	33829750	33949239	+	protein_coding	Itgb5
ENSMUSG00000022686	16	19760300	19772846	+	protein_coding	B3gnt5
ENSMUSG00000031328	X	71468799	71495159	-	protein_coding	Flna
ENSMUSG00000027374	2	127412957	127432565	+	protein_coding	Mrps5
ENSMUSG00000032215	9	72961232	72971140	+	protein_coding	Rsl24d1
ENSMUSG00000020034	10	84039370	84077104	+	protein_coding	Tcp11l2
ENSMUSG00000042558	4	125993290	125998947	-	protein_coding	Adprhl2
ENSMUSG00000020534	11	60601605	60625220	-	protein_coding	Shmt1
ENSMUSG00000020691	11	104987738	105001708	+	protein_coding	Mettl2
ENSMUSG00000109489	NA	NA	NA	NA	NA	NA
ENSMUSG00000047649	7	19941355	19944832	-	protein_coding	Cd3eap
ENSMUSG00000021243	12	86311846	86324253	+	protein_coding	Fcf1
ENSMUSG00000029270	5	108337071	108416104	-	protein_coding	Fam69a
ENSMUSG00000038975	3	153570252	153575930	-	protein_coding	Rabggtb
ENSMUSG00000048445	11	120687842	120794186	-	protein_coding	Ccdc57
ENSMUSG00000057193	9	21142287	21159469	+	protein_coding	Slc44a2
ENSMUSG00000022471	15	81818264	81870515	+	protein_coding	Xrcc6
ENSMUSG00000013707	3	94943442	94946282	-	protein_coding	Tnfaip8l2
ENSMUSG00000033166	14	99475852	99498989	-	protein_coding	Dis3
ENSMUSG00000043243	8	74121546	74131835	+	protein_coding	Fam129c
ENSMUSG00000041215	16	20141135	20232646	+	protein_coding	Yeats2
ENSMUSG00000020250	10	82296695	82360469	+	protein_coding	Txnrd1
ENSMUSG00000021595	13	69672623	69774658	+	protein_coding	Nsun2
ENSMUSG00000018983	4	135728308	135751972	+	protein_coding	E2f2
ENSMUSG00000055748	15	63722819	63734491	-	protein_coding	Gsdmc4
ENSMUSG00000051817	2	152219346	152223782	-	protein_coding	Sox12
ENSMUSG00000063286	7	113654052	113655185	-	pseudogene	Gm8995
ENSMUSG00000004897	3	87710242	87720054	+	protein_coding	Hdgf
ENSMUSG00000011008	3	145812796	145858477	+	protein_coding	Mcoln2
ENSMUSG00000001420	3	88132576	88138426	-	protein_coding	Tmem79
ENSMUSG00000034457	X	94529178	94572555	-	protein_coding	Eda2r
ENSMUSG00000026390	1	122371114	122401661	-	protein_coding	Marco
ENSMUSG00000023110	14	55126023	55136362	-	protein_coding	Prmt5
ENSMUSG00000034868	17	71323259	71340127	-	protein_coding	Myl12b
ENSMUSG00000030189	6	131314875	131338468	-	protein_coding	Csda
ENSMUSG00000028990	4	148859337	148870777	+	protein_coding	Lzic
ENSMUSG00000056209	19	45822223	45824081	-	protein_coding	Npm3
ENSMUSG00000038564	5	31555652	31593487	-	protein_coding	Ift172
ENSMUSG00000069114	3	9250601	9285333	+	protein_coding	Zbtb10
ENSMUSG00000036026	17	45797119	45823854	-	protein_coding	Tmem63b
ENSMUSG00000021018	16	20717737	20722340	+	protein_coding	Polr2h
ENSMUSG00000026187	1	72353994	72441526	+	protein_coding	Xrcc5
ENSMUSG00000020648	12	32324919	32339691	-	protein_coding	Dus4l
ENSMUSG00000061613	17	31784026	31795699	-	protein_coding	U2af1
ENSMUSG00000030662	14	121310415	121347264	+	protein_coding	Ipo5
ENSMUSG00000024900	19	3323300	3385732	+	protein_coding	Cpt1a
ENSMUSG00000032423	9	88344566	88377412	-	protein_coding	Syncrip
ENSMUSG00000031954	8	114292372	114378210	-	protein_coding	Cfdp1
ENSMUSG00000044197	5	139853695	139872369	+	protein_coding	Gpr146
ENSMUSG00000018565	11	69781723	69796019	-	protein_coding	Rai12
ENSMUSG00000021149	13	8971316	8995263	-	protein_coding	Gtpbp4
ENSMUSG00000032334	9	58135529	58161019	-	protein_coding	Loxl1
ENSMUSG00000033732	8	113334138	113370703	-	protein_coding	Sf3b3
ENSMUSG00000073725	1	24685382	24823144	+	protein_coding	Lmbrd1
ENSMUSG00000028633	4	120212472	120242881	-	protein_coding	Ctps
ENSMUSG00000026615	1	187186973	187252234	+	protein_coding	Eprs
ENSMUSG00000033020	15	78971780	78982204	+	protein_coding	Polr2f
ENSMUSG00000020520	11	57458943	57601016	+	protein_coding	Galnt10
ENSMUSG00000001524	17	35804674	35810684	-	protein_coding	Gtf2h4
ENSMUSG00000025134	11	120453434	120459679	-	protein_coding	Thoc4
ENSMUSG00000070298	9	57084362	57097670	+	protein_coding	Trcg1
ENSMUSG00000032373	9	66561492	66614652	+	protein_coding	Car12
ENSMUSG00000003873	7	52717064	52722268	-	protein_coding	Bax
ENSMUSG00000104765	NA	NA	NA	NA	NA	NA
ENSMUSG00000028953	5	24071160	24083217	-	protein_coding	Abcf2
ENSMUSG00000062867	9	108462773	108467895	+	protein_coding	Impdh2
ENSMUSG00000067367	5	38611708	38625545	+	protein_coding	Lyar
ENSMUSG00000020022	10	93661699	93684188	+	protein_coding	Ndufa12
ENSMUSG00000049950	2	3246220	3249915	-	protein_coding	Rpp38
ENSMUSG00000023984	17	47748537	47821015	+	protein_coding	Med20
ENSMUSG00000021990	14	61252837	61383393	+	protein_coding	Spata13
ENSMUSG00000033124	1	75177439	75188497	-	protein_coding	Atg9a
ENSMUSG00000051346	10	127646963	127648850	-	protein_coding	Spryd4
ENSMUSG00000020086	10	61201390	61246895	-	protein_coding	H2afy2
ENSMUSG00000038058	6	54873935	54922606	-	protein_coding	Nod1
ENSMUSG00000028840	4	133799203	133801507	-	protein_coding	Zfp593
ENSMUSG00000036371	6	67216972	67239296	+	protein_coding	Serbp1
ENSMUSG00000084261	2	72198303	72198599	+	pseudogene	Gm13635
ENSMUSG00000030738	7	133690425	133709880	-	protein_coding	Eif3c
ENSMUSG00000041189	11	69597537	69609445	-	protein_coding	Chrnb1
ENSMUSG00000063820	5	77433079	77439631	+	protein_coding	Arl9
ENSMUSG00000020183	10	117066555	117124408	+	protein_coding	Cpm
ENSMUSG00000005370	17	88374389	88390223	+	protein_coding	Msh6
ENSMUSG00000053580	11	105451299	105790618	+	protein_coding	Tanc2
ENSMUSG00000043468	3	97964734	97967096	+	protein_coding	Adam30
ENSMUSG00000021116	12	79962805	79987997	+	protein_coding	Eif2s1
ENSMUSG00000001056	11	51433236	51437216	+	protein_coding	Nhp2
ENSMUSG00000022865	16	78301740	78360030	+	protein_coding	Cxadr
ENSMUSG00000016495	19	29423088	29441880	-	protein_coding	5033414D02Rik
ENSMUSG00000026020	1	59741852	59768968	+	protein_coding	Nop58
ENSMUSG00000005873	18	34504542	34533069	-	protein_coding	Reep5
ENSMUSG00000024999	19	38862617	38893727	-	protein_coding	Noc3l
ENSMUSG00000002984	7	20286661	20300787	-	protein_coding	Tomm40
ENSMUSG00000028729	4	118293403	118300381	+	protein_coding	Ebna1bp2
ENSMUSG00000082570	16	43312706	43313241	+	pseudogene	Gm15711
ENSMUSG00000003031	6	134870418	134875531	+	protein_coding	Cdkn1b
ENSMUSG00000038179	1	173562533	173579149	-	protein_coding	Slamf7
ENSMUSG00000073600	18	35811820	35814841	-	protein_coding	Gm1614
ENSMUSG00000034227	11	116192017	116196713	-	protein_coding	Foxj1
ENSMUSG00000063694	6	50512561	50516537	-	protein_coding	Cycs
ENSMUSG00000030127	6	124908430	124915556	-	protein_coding	Cops7a
ENSMUSG00000101964	NA	NA	NA	NA	NA	NA
ENSMUSG00000031925	9	13424433	13513832	+	protein_coding	Maml2
ENSMUSG00000035772	2	28323585	28326698	+	protein_coding	Mrps2
ENSMUSG00000043424	18	43635073	43637450	-	protein_coding	Gm9781
ENSMUSG00000024120	17	85104586	85190129	-	protein_coding	Lrpprc
ENSMUSG00000074575	2	168085616	168107236	-	protein_coding	Kcng1
ENSMUSG00000031931	9	14584652	14587408	-	protein_coding	Ankrd49
ENSMUSG00000042719	5	121847944	121894387	+	protein_coding	Naa25
ENSMUSG00000074480	3	88336316	88345318	+	protein_coding	Mex3a
ENSMUSG00000027219	2	122251125	122286873	+	protein_coding	Slc28a2
ENSMUSG00000049588	11	54863232	54891633	-	protein_coding	Ccdc69
ENSMUSG00000020231	10	75722173	75808036	-	protein_coding	Dip2a
ENSMUSG00000021614	13	89794914	89882117	-	protein_coding	Vcan
ENSMUSG00000057113	11	33052286	33063206	-	protein_coding	Npm1
ENSMUSG00000040405	11	46548581	46593080	+	protein_coding	Havcr1
ENSMUSG00000021298	12	114089086	114099127	-	protein_coding	Gpr132
ENSMUSG00000043099	11	74978066	74983021	-	protein_coding	Hic1
ENSMUSG00000021969	14	58451538	58509099	-	protein_coding	Zdhhc20
ENSMUSG00000024287	18	9958177	9995482	+	protein_coding	Thoc1
ENSMUSG00000034401	4	111392588	111501789	+	protein_coding	Spata6
ENSMUSG00000101167	NA	NA	NA	NA	NA	NA
ENSMUSG00000025352	10	128319350	128328774	-	protein_coding	Gdf11
ENSMUSG00000026377	1	120218415	120230399	+	protein_coding	Mki67ip
ENSMUSG00000024056	17	71845439	71876197	-	protein_coding	Ndc80
ENSMUSG00000054619	15	100135247	100144782	+	protein_coding	Mettl7a1
ENSMUSG00000024145	17	87396595	87424746	-	protein_coding	Pigf
ENSMUSG00000025507	7	148624011	148629924	-	protein_coding	Lrdd
ENSMUSG00000010538	3	88084042	88100921	-	protein_coding	1700021C14Rik
ENSMUSG00000020857	11	93811127	93817573	-	protein_coding	Nme2
ENSMUSG00000027187	2	103294005	103325317	-	protein_coding	Cat
ENSMUSG00000070498	5	126102857	126179143	+	protein_coding	Tmem132b
ENSMUSG00000055675	8	15011024	15033330	+	protein_coding	Kbtbd11
ENSMUSG00000033809	16	20605523	20610841	-	protein_coding	Alg3
ENSMUSG00000038712	3	95085266	95100088	+	protein_coding	Fam63a
ENSMUSG00000025869	13	54685545	54691451	-	protein_coding	Nop16
ENSMUSG00000010554	11	74584331	74642027	+	protein_coding	Mettl16
ENSMUSG00000037275	11	57933503	57982041	-	protein_coding	Gemin5
ENSMUSG00000035000	2	62168129	62250288	-	protein_coding	Dpp4
ENSMUSG00000006724	10	126485305	126490062	+	protein_coding	Cyp27b1
ENSMUSG00000022856	16	21934399	21947617	-	protein_coding	Tmem41a
ENSMUSG00000098692	NA	NA	NA	NA	NA	NA
ENSMUSG00000035722	10	79459238	79478317	+	protein_coding	Abca7
ENSMUSG00000003418	2	13572646	13715435	-	protein_coding	St8sia6
ENSMUSG00000015745	3	95792351	95799924	-	protein_coding	Plekho1
ENSMUSG00000009739	15	100405749	100430415	-	protein_coding	Pou6f1
ENSMUSG00000024081	17	79318345	79336410	-	protein_coding	Cebpz
ENSMUSG00000071497	19	53662693	53663558	-	protein_coding	Nutf2-ps1
ENSMUSG00000043008	16	19946585	19983122	-	protein_coding	Klhl6
ENSMUSG00000020775	11	115993130	116000182	-	protein_coding	Mrpl38
ENSMUSG00000022048	14	67421700	67487525	-	protein_coding	Dpysl2
ENSMUSG00000024493	18	42362003	42421781	-	protein_coding	Lars
ENSMUSG00000091844	1	44112796	44118781	-	protein_coding	Gm8251
ENSMUSG00000028860	4	132809004	132819028	-	protein_coding	Sytl1
ENSMUSG00000039356	2	31526234	31536870	+	protein_coding	Exosc2
ENSMUSG00000029033	4	155265983	155281360	+	protein_coding	Acap3
ENSMUSG00000045411	7	51502091	51518090	+	protein_coding	2410002F23Rik
ENSMUSG00000033416	10	74813855	74980717	-	protein_coding	1110038D17Rik
ENSMUSG00000079508	X	91612455	91662432	+	protein_coding	Apoo
ENSMUSG00000024902	19	4962314	4964943	+	protein_coding	Mrpl11
ENSMUSG00000021131	12	81735008	81745328	-	protein_coding	Erh
ENSMUSG00000037725	8	23278623	23296291	-	protein_coding	Ckap2
ENSMUSG00000034321	19	41997469	42007804	-	protein_coding	Exosc1
ENSMUSG00000035754	10	79422896	79431991	+	protein_coding	Wdr18
ENSMUSG00000029338	5	98313706	98459981	-	protein_coding	Antxr2
ENSMUSG00000022913	16	96201539	96212567	-	protein_coding	Psmg1
ENSMUSG00000059708	X	34148308	34185390	-	protein_coding	Akap17b
ENSMUSG00000079478	19	5728087	5731732	-	protein_coding	Sssca1
ENSMUSG00000068101	15	82064208	82075177	-	protein_coding	Cenpm
ENSMUSG00000041247	16	19653473	19706458	-	protein_coding	Lamp3
ENSMUSG00000020876	11	96628868	96638873	-	protein_coding	Snx11
ENSMUSG00000020430	11	3863977	3880007	+	protein_coding	Pes1
ENSMUSG00000034762	4	107107195	107307666	+	protein_coding	Glis1
ENSMUSG00000038843	19	17400630	17431157	-	protein_coding	Gcnt1
ENSMUSG00000064326	12	113883038	113887363	+	protein_coding	Siva1
ENSMUSG00000020537	11	60268092	60282256	+	protein_coding	Drg2
ENSMUSG00000029650	5	148690012	148706391	-	protein_coding	Slc46a3
ENSMUSG00000020638	12	27154068	27164700	+	protein_coding	Cmpk2
ENSMUSG00000022704	16	43861519	43926922	-	protein_coding	Qtrtd1
ENSMUSG00000029777	6	54987994	55029498	+	protein_coding	Gars
ENSMUSG00000016554	15	77789427	77801254	-	protein_coding	Eif3d
ENSMUSG00000020623	11	110260435	110386836	+	protein_coding	Map2k6
ENSMUSG00000078789	11	74991144	75004743	-	protein_coding	Dph1
ENSMUSG00000054079	11	93720556	93747080	-	protein_coding	Utp18
ENSMUSG00000009731	X	7399414	7415406	+	protein_coding	Kcnd1
ENSMUSG00000040247	19	4184357	4191047	-	protein_coding	Tbc1d10c
ENSMUSG00000078812	11	69730215	69735460	-	protein_coding	Eif5a
ENSMUSG00000026817	2	32477277	32502325	+	protein_coding	Ak1
ENSMUSG00000033192	8	95379248	95443178	+	protein_coding	Lpcat2
ENSMUSG00000036928	5	138721467	138753621	+	protein_coding	Stag3
ENSMUSG00000052142	17	32527603	32540528	-	protein_coding	Rasal3
ENSMUSG00000021913	14	33135204	33161006	+	protein_coding	Ogdhl
ENSMUSG00000070471	3	58420221	58441129	-	protein_coding	Fam194a
ENSMUSG00000020777	11	116033201	116060359	-	protein_coding	Acox1
ENSMUSG00000083165	13	24501974	24502309	-	pseudogene	Gm11344
ENSMUSG00000028431	4	56762551	56815203	-	protein_coding	Ikbkap
ENSMUSG00000039908	11	119216870	119242393	+	protein_coding	Slc26a11
ENSMUSG00000044533	17	24855060	24858874	+	protein_coding	Rps2
ENSMUSG00000000903	10	75405801	75412402	+	protein_coding	Vpreb3
ENSMUSG00000026313	1	93829333	94044970	-	protein_coding	Hdac4
ENSMUSG00000004207	10	59740374	59765345	+	protein_coding	Psap
ENSMUSG00000073647	18	4198213	4198967	-	pseudogene	Gm10557
ENSMUSG00000022885	16	23224812	23360421	+	protein_coding	St6gal1
ENSMUSG00000063931	7	35697397	35829729	+	protein_coding	Pepd
ENSMUSG00000045349	4	137806317	137817247	+	protein_coding	Sh2d5
ENSMUSG00000021303	13	13876325	13920164	+	protein_coding	Gng4
ENSMUSG00000053931	3	121129458	121161123	+	protein_coding	Cnn3
ENSMUSG00000074417	7	3687071	3849722	-	protein_coding	Pira5
ENSMUSG00000033707	15	76545705	76552603	-	protein_coding	Lrrc24
ENSMUSG00000035776	X	68673234	68746024	-	protein_coding	Cd99l2
ENSMUSG00000001436	10	76494985	76523747	+	protein_coding	Slc19a1
ENSMUSG00000083410	2	179347326	179348272	-	pseudogene	Gm14300
ENSMUSG00000018381	11	95691385	95703790	-	protein_coding	Abi3
ENSMUSG00000067995	14	76296743	76410672	-	protein_coding	Gtf2f2
ENSMUSG00000024177	17	26228678	26232453	-	protein_coding	Nme4
ENSMUSG00000020918	11	100566059	100573779	-	protein_coding	Kat2a
ENSMUSG00000020547	12	36818432	36883412	-	protein_coding	Bzw2
ENSMUSG00000086965	16	18498993	18501751	+	protein_coding	Gm16314
ENSMUSG00000049327	5	124889938	124912317	+	protein_coding	Setd8
ENSMUSG00000050600	2	174469034	174536333	+	protein_coding	Zfp831
ENSMUSG00000024042	17	31981192	31992737	-	protein_coding	Sik1
ENSMUSG00000035983	12	40949344	40955771	+	protein_coding	Gm7008
ENSMUSG00000054766	2	29912897	29928097	+	protein_coding	Set
ENSMUSG00000034786	17	34726750	34728699	+	protein_coding	Gpsm3
ENSMUSG00000032333	9	58100970	58110330	+	protein_coding	Stoml1
ENSMUSG00000035711	13	55624595	55629899	-	protein_coding	Dok3
ENSMUSG00000058099	15	82828150	82863736	-	protein_coding	Nfam1
ENSMUSG00000022483	15	97806032	97835155	-	protein_coding	Col2a1
ENSMUSG00000001588	11	69695068	69709041	-	protein_coding	Acap1
ENSMUSG00000071866	11	6315445	6319820	+	protein_coding	Ppia
ENSMUSG00000036469	8	68141798	68995536	+	protein_coding	March1
ENSMUSG00000057706	7	90015842	90020073	+	protein_coding	Mex3b
ENSMUSG00000037138	1	38234170	38721800	-	protein_coding	Aff3
ENSMUSG00000018583	11	55283186	55318340	+	protein_coding	G3bp1
ENSMUSG00000002477	18	10617793	10628228	+	protein_coding	Snrpd1
ENSMUSG00000030942	7	126858609	126864279	-	protein_coding	Thumpd1
ENSMUSG00000030268	6	144942354	145024704	-	protein_coding	Bcat1
ENSMUSG00000003309	9	21099900	21116777	-	protein_coding	Ap1m2
ENSMUSG00000039197	14	21871854	22267769	+	protein_coding	Adk
ENSMUSG00000026170	1	74760147	74784464	+	protein_coding	Cyp27a1
ENSMUSG00000051790	11	69636623	69651286	-	protein_coding	Nlgn2
ENSMUSG00000035273	5	101108502	101148735	-	protein_coding	Hpse
ENSMUSG00000023067	17	29227923	29237667	+	protein_coding	Cdkn1a
ENSMUSG00000021238	12	85771672	85791900	-	protein_coding	Aldh6a1
ENSMUSG00000026806	2	28695925	28761091	+	protein_coding	Ddx31
ENSMUSG00000022557	15	76283425	76307699	-	protein_coding	Bop1
ENSMUSG00000020089	10	61111299	61136916	+	protein_coding	Ppa1
ENSMUSG00000003235	16	20498889	20510028	+	protein_coding	Eif2b5
ENSMUSG00000074794	13	81022644	81035296	+	protein_coding	Arrdc3
ENSMUSG00000099241	NA	NA	NA	NA	NA	NA
ENSMUSG00000025153	11	120667253	120685492	-	protein_coding	Fasn
