category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0034204	0.0228103754095001	0.995067969549566	5	19	lipid translocation	BP	1	1
GO:0140303	0.0228103754095001	0.995067969549566	5	19	intramembrane lipid transporter activity	MF	1	1
GO:0007018	0.0229998836696556	0.988451102809692	18	122	microtubule-based movement	BP	1	1
GO:0072175	0.0231676959949949	0.992418921329801	8	40	epithelial tube formation	BP	1	1
GO:0009119	0.0236224156240753	0.996043022475648	4	13	ribonucleoside metabolic process	BP	1	1
GO:0022839	0.0236224156240753	0.996043022475648	4	13	ion gated channel activity	MF	1	1
GO:0031069	0.0236224156240753	0.996043022475648	4	13	hair follicle morphogenesis	BP	1	1
GO:0042278	0.0236224156240753	0.996043022475648	4	13	purine nucleoside metabolic process	BP	1	1
GO:0044060	0.0236224156240753	0.996043022475648	4	13	regulation of endocrine process	BP	1	1
GO:0046112	0.0236224156240753	0.996043022475648	4	13	nucleobase biosynthetic process	BP	1	1
GO:0046461	0.0236224156240753	0.996043022475648	4	13	neutral lipid catabolic process	BP	1	1
GO:0046464	0.0236224156240753	0.996043022475648	4	13	acylglycerol catabolic process	BP	1	1
GO:1902742	0.0236224156240753	0.996043022475648	4	13	apoptotic process involved in development	BP	1	1
GO:1905144	0.0236224156240753	0.996043022475648	4	13	response to acetylcholine	BP	1	1
GO:2000269	0.0236224156240753	0.996043022475648	4	13	regulation of fibroblast apoptotic process	BP	1	1
GO:0008652	0.0244746873295535	0.99354619623699	6	26	cellular amino acid biosynthetic process	BP	1	1
GO:0042475	0.0244746873295535	0.99354619623699	6	26	odontogenesis of dentin-containing tooth	BP	1	1
GO:0043029	0.0244746873295535	0.99354619623699	6	26	T cell homeostasis	BP	1	1
GO:0072527	0.0244746873295535	0.99354619623699	6	26	pyrimidine-containing compound metabolic process	BP	1	1
GO:0044772	0.0253450398423956	0.9866132638134	20	141	mitotic cell cycle phase transition	BP	1	1
GO:1901987	0.0262238408605061	0.986916175665949	17	115	regulation of cell cycle phase transition	BP	1	1
GO:0062014	0.0266108230409716	0.991035203069659	8	41	negative regulation of small molecule metabolic process	BP	1	1
GO:0043281	0.0268484096513216	0.987238852359483	15	98	regulation of cysteine-type endopeptidase activity involved in apoptotic process	BP	1	1
GO:0009887	0.026871182600949	0.982529050699083	41	339	animal organ morphogenesis	BP	1	1
GO:0050905	0.0277827831222497	0.989804300044497	9	49	neuromuscular process	BP	1	1
GO:0008168	0.0281633956385328	0.988968462514779	10	57	methyltransferase activity	MF	1	1
GO:0009126	0.0282395867014427	0.993477258466327	5	20	purine nucleoside monophosphate metabolic process	BP	1	1
GO:0015370	0.0282395867014427	0.993477258466327	5	20	solute:sodium symporter activity	MF	1	1
GO:0048332	0.0282395867014427	0.993477258466327	5	20	mesoderm morphogenesis	BP	1	1
GO:0001539	0.0283093852499794	0.991216832911501	7	34	cilium or flagellum-dependent cell motility	BP	1	1
GO:0060285	0.0283093852499794	0.991216832911501	7	34	cilium-dependent cell motility	BP	1	1
GO:0003184	0.0284051261059383	0.996679792082459	3	8	pulmonary valve morphogenesis	BP	1	1
GO:0003198	0.0284051261059383	0.996679792082459	3	8	epithelial to mesenchymal transition involved in endocardial cushion formation	BP	1	1
GO:0010743	0.0284051261059383	0.996679792082459	3	8	regulation of macrophage derived foam cell differentiation	BP	1	1
GO:0010866	0.0284051261059383	0.996679792082459	3	8	regulation of triglyceride biosynthetic process	BP	1	1
GO:0010884	0.0284051261059383	0.996679792082459	3	8	positive regulation of lipid storage	BP	1	1
GO:0019215	0.0284051261059383	0.996679792082459	3	8	intermediate filament binding	MF	1	1
GO:0031167	0.0284051261059383	0.996679792082459	3	8	rRNA methylation	BP	1	1
GO:0036376	0.0284051261059383	0.996679792082459	3	8	sodium ion export across plasma membrane	BP	1	1
GO:0043186	0.0284051261059383	0.996679792082459	3	8	P granule	CC	1	1
GO:0045495	0.0284051261059383	0.996679792082459	3	8	pole plasm	CC	1	1
GO:0060293	0.0284051261059383	0.996679792082459	3	8	germ plasm	CC	1	1
GO:0072243	0.0284051261059383	0.996679792082459	3	8	metanephric nephron epithelium development	BP	1	1
GO:0097049	0.0284051261059383	0.996679792082459	3	8	motor neuron apoptotic process	BP	1	1
GO:0097136	0.0284051261059383	0.996679792082459	3	8	Bcl-2 family protein complex	CC	1	1
GO:0048729	0.0287662913136314	0.98305842532956	27	207	tissue morphogenesis	BP	1	1
GO:0007568	0.029165738043619	0.991943990169676	6	27	aging	BP	1	1
GO:0038023	0.0301136949732144	0.979957457220777	44	371	signaling receptor activity	MF	1	1
GO:0060089	0.0301136949732144	0.979957457220777	44	371	molecular transducer activity	MF	1	1
GO:0022824	0.0307880653241281	0.994291708626057	4	14	transmitter-gated ion channel activity	MF	1	1
GO:0022835	0.0307880653241281	0.994291708626057	4	14	transmitter-gated channel activity	MF	1	1
GO:0035305	0.0307880653241281	0.994291708626057	4	14	negative regulation of dephosphorylation	BP	1	1
GO:1904315	0.0307880653241281	0.994291708626057	4	14	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	MF	1	1
GO:0030001	0.0311413823368463	0.980110633491295	36	294	metal ion transport	BP	1	1
GO:0046661	0.0313007714926535	0.988243608342923	9	50	male sex differentiation	BP	1	1
GO:0015075	0.0314605285001898	0.980159608770931	34	275	ion transmembrane transporter activity	MF	1	1
GO:0045177	0.0326469007537006	0.981686466403119	22	163	apical part of cell	CC	1	1
GO:0097193	0.0330182953239289	0.982675465080244	18	127	intrinsic apoptotic signaling pathway	BP	1	1
GO:0007548	0.0332285604818167	0.984201258836026	14	92	sex differentiation	BP	1	1
GO:1901606	0.0344109845002769	0.99006683229746	6	28	alpha-amino acid catabolic process	BP	1	1
GO:0001708	0.0344221709265412	0.991544682818873	5	21	cell fate specification	BP	1	1
GO:0001736	0.0344221709265412	0.991544682818873	5	21	establishment of planar polarity	BP	1	1
GO:0004521	0.0344221709265412	0.991544682818873	5	21	endoribonuclease activity	MF	1	1
GO:0005044	0.0344221709265412	0.991544682818873	5	21	scavenger receptor activity	MF	1	1
GO:0006635	0.0344221709265412	0.991544682818873	5	21	fatty acid beta-oxidation	BP	1	1
GO:0007164	0.0344221709265412	0.991544682818873	5	21	establishment of tissue polarity	BP	1	1
GO:0042255	0.0344221709265412	0.991544682818873	5	21	ribosome assembly	BP	1	1
GO:0003231	0.0345309919582567	0.98770444787848	8	43	cardiac ventricle development	BP	1	1
GO:0003774	0.0351171340322763	0.98650892035892	9	51	cytoskeletal motor activity	MF	1	1
GO:0060041	0.0351171340322763	0.98650892035892	9	51	retina development in camera-type eye	BP	1	1
GO:0006575	0.0363453647030347	0.983654981615956	12	76	cellular modified amino acid metabolic process	BP	1	1
GO:0009165	0.0374302007545161	0.980896282599613	16	111	nucleotide biosynthetic process	BP	1	1
GO:0007093	0.0376481243906549	0.987505326380037	7	36	mitotic cell cycle checkpoint signaling	BP	1	1
GO:0099094	0.0376481243906549	0.987505326380037	7	36	ligand-gated cation channel activity	MF	1	1
GO:0042826	0.0390333092747274	0.985729435965862	8	44	histone deacetylase binding	MF	1	1
GO:0004180	0.0390956634456464	0.992057829510047	4	15	carboxypeptidase activity	MF	1	1
GO:0005231	0.0390956634456464	0.992057829510047	4	15	excitatory extracellular ligand-gated ion channel activity	MF	1	1
GO:0005272	0.0390956634456464	0.992057829510047	4	15	sodium channel activity	MF	1	1
GO:0009309	0.0390956634456464	0.992057829510047	4	15	amine biosynthetic process	BP	1	1
GO:0010824	0.0390956634456464	0.992057829510047	4	15	regulation of centrosome duplication	BP	1	1
GO:0042401	0.0390956634456464	0.992057829510047	4	15	cellular biogenic amine biosynthetic process	BP	1	1
GO:0044458	0.0390956634456464	0.992057829510047	4	15	motile cilium assembly	BP	1	1
GO:0046605	0.0390956634456464	0.992057829510047	4	15	regulation of centrosome cycle	BP	1	1
GO:0140326	0.0390956634456464	0.992057829510047	4	15	ATPase-coupled intramembrane lipid transporter activity	MF	1	1
GO:0090407	0.0391392049904089	0.976745278309221	25	194	organophosphate biosynthetic process	BP	1	1
GO:0003177	0.0398293997471978	0.994443421176581	3	9	pulmonary valve development	BP	1	1
GO:0003351	0.0398293997471978	0.994443421176581	3	9	epithelial cilium movement involved in extracellular fluid movement	BP	1	1
GO:0005227	0.0398293997471978	0.994443421176581	3	9	calcium activated cation channel activity	MF	1	1
GO:0008175	0.0398293997471978	0.994443421176581	3	9	tRNA methyltransferase activity	MF	1	1
GO:0008649	0.0398293997471978	0.994443421176581	3	9	rRNA methyltransferase activity	MF	1	1
GO:0009070	0.0398293997471978	0.994443421176581	3	9	serine family amino acid biosynthetic process	BP	1	1
GO:0010165	0.0398293997471978	0.994443421176581	3	9	response to X-ray	BP	1	1
GO:0010738	0.0398293997471978	0.994443421176581	3	9	regulation of protein kinase A signaling	BP	1	1
GO:0010742	0.0398293997471978	0.994443421176581	3	9	macrophage derived foam cell differentiation	BP	1	1
GO:0010923	0.0398293997471978	0.994443421176581	3	9	negative regulation of phosphatase activity	BP	1	1
GO:0016893	0.0398293997471978	0.994443421176581	3	9	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	MF	1	1
GO:0019433	0.0398293997471978	0.994443421176581	3	9	triglyceride catabolic process	BP	1	1
GO:0030548	0.0398293997471978	0.994443421176581	3	9	acetylcholine receptor regulator activity	MF	1	1
GO:0046036	0.0398293997471978	0.994443421176581	3	9	CTP metabolic process	BP	1	1
GO:0050145	0.0398293997471978	0.994443421176581	3	9	nucleoside monophosphate kinase activity	MF	1	1
GO:0051446	0.0398293997471978	0.994443421176581	3	9	positive regulation of meiotic cell cycle	BP	1	1
GO:0090175	0.0398293997471978	0.994443421176581	3	9	regulation of establishment of planar polarity	BP	1	1
GO:0099602	0.0398293997471978	0.994443421176581	3	9	neurotransmitter receptor regulator activity	MF	1	1
GO:0099604	0.0398293997471978	0.994443421176581	3	9	ligand-gated calcium channel activity	MF	1	1
GO:0140327	0.0398293997471978	0.994443421176581	3	9	flippase activity	MF	1	1
GO:0001822	0.0402143748361821	0.97927484373548	16	112	kidney development	BP	1	1
GO:0043010	0.0402143748361821	0.97927484373548	16	112	camera-type eye development	BP	1	1
GO:0000307	0.0402285780450154	0.987889790754554	6	29	cyclin-dependent protein kinase holoenzyme complex	CC	1	1
GO:0015294	0.0402285780450154	0.987889790754554	6	29	solute:cation symporter activity	MF	1	1
GO:0072132	0.0413797202824113	0.989233496883417	5	22	mesenchyme morphogenesis	BP	1	1
GO:0097035	0.0413797202824113	0.989233496883417	5	22	regulation of membrane lipid distribution	BP	1	1
GO:0072522	0.0421822332732073	0.979228313462356	14	95	purine-containing compound biosynthetic process	BP	1	1
GO:1901990	0.0421822332732073	0.979228313462356	14	95	regulation of mitotic cell cycle phase transition	BP	1	1
GO:0000052	0.0425061892516362	0.997333655915276	2	4	citrulline metabolic process	BP	1	1
GO:0003214	0.0425061892516362	0.997333655915276	2	4	cardiac left ventricle morphogenesis	BP	1	1
GO:0003215	0.0425061892516362	0.997333655915276	2	4	cardiac right ventricle morphogenesis	BP	1	1
GO:0003906	0.0425061892516362	0.997333655915276	2	4	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF	1	1
GO:0004526	0.0425061892516362	0.997333655915276	2	4	ribonuclease P activity	MF	1	1
GO:0005031	0.0425061892516362	0.997333655915276	2	4	tumor necrosis factor receptor activity	MF	1	1
GO:0006222	0.0425061892516362	0.997333655915276	2	4	UMP biosynthetic process	BP	1	1
GO:0006534	0.0425061892516362	0.997333655915276	2	4	cysteine metabolic process	BP	1	1
GO:0007549	0.0425061892516362	0.997333655915276	2	4	dosage compensation	BP	1	1
GO:0008970	0.0425061892516362	0.997333655915276	2	4	phospholipase A1 activity	MF	1	1
GO:0009163	0.0425061892516362	0.997333655915276	2	4	nucleoside biosynthetic process	BP	1	1
GO:0009174	0.0425061892516362	0.997333655915276	2	4	pyrimidine ribonucleoside monophosphate biosynthetic process	BP	1	1
GO:0016812	0.0425061892516362	0.997333655915276	2	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	MF	1	1
GO:0030249	0.0425061892516362	0.997333655915276	2	4	guanylate cyclase regulator activity	MF	1	1
GO:0030681	0.0425061892516362	0.997333655915276	2	4	multimeric ribonuclease P complex	CC	1	1
GO:0032354	0.0425061892516362	0.997333655915276	2	4	response to follicle-stimulating hormone	BP	1	1
GO:0032490	0.0425061892516362	0.997333655915276	2	4	detection of molecule of bacterial origin	BP	1	1
GO:0032493	0.0425061892516362	0.997333655915276	2	4	response to bacterial lipoprotein	BP	1	1
GO:0033204	0.0425061892516362	0.997333655915276	2	4	ribonuclease P RNA binding	MF	1	1
GO:0034404	0.0425061892516362	0.997333655915276	2	4	nucleobase-containing small molecule biosynthetic process	BP	1	1
GO:0035269	0.0425061892516362	0.997333655915276	2	4	protein O-linked mannosylation	BP	1	1
GO:0035976	0.0425061892516362	0.997333655915276	2	4	transcription factor AP-1 complex	CC	1	1
GO:0042451	0.0425061892516362	0.997333655915276	2	4	purine nucleoside biosynthetic process	BP	1	1
GO:0042455	0.0425061892516362	0.997333655915276	2	4	ribonucleoside biosynthetic process	BP	1	1
GO:0043922	0.0425061892516362	0.997333655915276	2	4	negative regulation by host of viral transcription	BP	1	1
GO:0044214	0.0425061892516362	0.997333655915276	2	4	spanning component of plasma membrane	CC	1	1
GO:0045606	0.0425061892516362	0.997333655915276	2	4	positive regulation of epidermal cell differentiation	BP	1	1
GO:0045618	0.0425061892516362	0.997333655915276	2	4	positive regulation of keratinocyte differentiation	BP	1	1
GO:0045906	0.0425061892516362	0.997333655915276	2	4	negative regulation of vasoconstriction	BP	1	1
GO:0046129	0.0425061892516362	0.997333655915276	2	4	purine ribonucleoside biosynthetic process	BP	1	1
GO:0046130	0.0425061892516362	0.997333655915276	2	4	purine ribonucleoside catabolic process	BP	1	1
GO:0046137	0.0425061892516362	0.997333655915276	2	4	negative regulation of vitamin metabolic process	BP	1	1
GO:0046322	0.0425061892516362	0.997333655915276	2	4	negative regulation of fatty acid oxidation	BP	1	1
GO:0050955	0.0425061892516362	0.997333655915276	2	4	thermoception	BP	1	1
GO:0051798	0.0425061892516362	0.997333655915276	2	4	positive regulation of hair follicle development	BP	1	1
GO:0061518	0.0425061892516362	0.997333655915276	2	4	microglial cell proliferation	BP	1	1
GO:0070097	0.0425061892516362	0.997333655915276	2	4	delta-catenin binding	MF	1	1
GO:0071372	0.0425061892516362	0.997333655915276	2	4	cellular response to follicle-stimulating hormone stimulus	BP	1	1
GO:0071481	0.0425061892516362	0.997333655915276	2	4	cellular response to X-ray	BP	1	1
GO:0071494	0.0425061892516362	0.997333655915276	2	4	cellular response to UV-C	BP	1	1
GO:0072077	0.0425061892516362	0.997333655915276	2	4	renal vesicle morphogenesis	BP	1	1
GO:0072079	0.0425061892516362	0.997333655915276	2	4	nephron tubule formation	BP	1	1
GO:0072087	0.0425061892516362	0.997333655915276	2	4	renal vesicle development	BP	1	1
GO:0072257	0.0425061892516362	0.997333655915276	2	4	metanephric nephron tubule epithelial cell differentiation	BP	1	1
GO:0072283	0.0425061892516362	0.997333655915276	2	4	metanephric renal vesicle morphogenesis	BP	1	1
GO:0072307	0.0425061892516362	0.997333655915276	2	4	regulation of metanephric nephron tubule epithelial cell differentiation	BP	1	1
GO:0089717	0.0425061892516362	0.997333655915276	2	4	spanning component of membrane	CC	1	1
GO:0090177	0.0425061892516362	0.997333655915276	2	4	establishment of planar polarity involved in neural tube closure	BP	1	1
GO:0090178	0.0425061892516362	0.997333655915276	2	4	regulation of establishment of planar polarity involved in neural tube closure	BP	1	1
GO:0090179	0.0425061892516362	0.997333655915276	2	4	planar cell polarity pathway involved in neural tube closure	BP	1	1
GO:0097646	0.0425061892516362	0.997333655915276	2	4	calcitonin family receptor signaling pathway	BP	1	1
GO:0097647	0.0425061892516362	0.997333655915276	2	4	amylin receptor signaling pathway	BP	1	1
GO:0140416	0.0425061892516362	0.997333655915276	2	4	transcription regulator inhibitor activity	MF	1	1
GO:1901474	0.0425061892516362	0.997333655915276	2	4	azole transmembrane transporter activity	MF	1	1
GO:1901567	0.0425061892516362	0.997333655915276	2	4	fatty acid derivative binding	MF	1	1
GO:1901659	0.0425061892516362	0.997333655915276	2	4	glycosyl compound biosynthetic process	BP	1	1
GO:1904141	0.0425061892516362	0.997333655915276	2	4	positive regulation of microglial cell migration	BP	1	1
GO:2000698	0.0425061892516362	0.997333655915276	2	4	positive regulation of epithelial cell differentiation involved in kidney development	BP	1	1
GO:0060271	0.0428145289893334	0.978283425498898	15	104	cilium assembly	BP	1	1
GO:0042476	0.0429955617026466	0.985269464089309	7	37	odontogenesis	BP	1	1
